138,450,2205,309,1
0,405,2239,311,1
72,360,2241,319,1
94,823,2555,330,1
74,520,2348,314,1
25,442,2318,333,1
118,541,2408,332,1
25,525,2343,337,1
78,418,2312,327,1
59,448,2423,330,1
50,440,2254,329,1
58,501,2307,305,1
46,437,2343,318,1
0,456,2325,314,1
0,512,2397,320,1
67,387,2328,314,1
79,490,2252,325,1
80,503,2375,317,1
89,543,2424,323,1
66,521,2427,330,1
44,494,2599,333,1
81,527,2597,347,1
114,549,2426,341,1
126,561,2205,326,1
119,515,2439,317,1
106,513,2439,333,1
96,530,2387,338,1
115,489,2324,326,1
121,353,2240,333,1
108,545,2239,325,1
118,625,2341,322,1
122,563,2308,335,1
32,581,2324,331,1
233,545,2316,250,1
423,517,2337,336,1
128,611,2191,340,1
104,602,2313,320,1
149,633,2369,324,1
89,586,2390,335,1
93,597,2444,335,1
135,546,2380,336,1
110,554,2275,329,1
138,609,2291,330,1
126,560,2325,318,1
107,635,2351,326,1
53,521,2328,330,1
130,407,2325,334,1
89,479,2291,331,1
136,496,2227,327,1
142,547,2366,230,1
117,524,2333,332,1
146,556,2359,331,1
92,535,2353,341,1
153,522,2348,328,1
150,606,2328,328,1
133,618,2388,316,1
121,618,2366,313,1
113,645,2345,335,1
72,600,2399,330,1
157,458,2325,329,1
130,504,2182,320,1
107,546,2292,317,1
96,456,2331,306,1
75,500,2338,326,1
31,514,2346,332,1
118,415,2320,326,1
212,15724,2327,319,1
92,55156,2306,324,1
90,583,2152,327,1
80,597,2353,303,1
71,484,2338,313,1
75,557,2343,324,1
87,497,2381,326,1
91,419,2446,328,1
109,520,2408,316,1
93,472,2433,300,1
103,0,2388,306,1
85,0,2388,320,1
94,76,2361,317,1
119,30,2362,321,1
83,0,2331,237,1
93,73,2177,222,1
76,0,2326,222,1
76,61,2367,233,1
33,0,2396,277,1
76,0,2349,317,1
101,82,2310,320,1
85,32,2199,316,1
83,72,2312,308,1
85,48,2338,298,1
80,141,2330,339,1
14,253,2358,347,1
132,157,2376,342,1
142,250,2294,337,1
108,194,2457,317,1
93,210,2385,307,1
67,78,2382,319,1
12,53,2332,320,1
57,63,2360,228,1
71,47,2180,316,1
80,110,2264,315,1
78,77,2304,297,1
61,97,2306,327,1
38,47,2309,331,1
124,67,2308,337,1
89,115,2319,348,1
79,121,2173,332,1
92,208,2265,321,1
97,192,2303,337,1
105,149,2316,339,1
114,135,2277,344,1
116,55,2244,289,1
131,188,2253,219,1
118,183,2328,220,1
121,166,2270,321,1
118,185,2269,348,1
93,166,2304,346,1
125,132,2269,350,1
123,188,2260,338,1
135,364,2187,337,1
134,247,2364,325,1
111,303,2316,343,1
56,214,2317,341,1
146,151,2320,337,1
132,112,2342,342,1
117,192,2150,326,1
124,184,2345,330,1
102,181,2286,331,1
62,190,2279,334,1
144,0,2287,336,1
83,0,2168,328,1
99,315,2157,331,1
80,310,2325,312,1
93,256,2275,330,1
216,241,2248,324,1
189,238,2289,286,1
66,173,2243,220,1
85,284,2157,221,1
89,244,2212,218,1
82,216,2264,224,1
12,215,2263,223,1
98,210,2297,284,1
109,115,2245,331,1
108,62,2092,323,1
0,158,2267,332,1
0,261,2296,312,1
0,177,2283,326,1
0,171,2261,326,1
158,98,2261,335,1
40,95,2237,330,1
46,260,2222,336,1
55,213,2277,311,1
97,290,2336,355,1
47,252,2295,228,1
39,189,2270,273,1
42,59,2223,328,1
53,183,2149,318,1
23,212,2267,313,1
296,32,2286,303,1
152,110,2219,312,1
393,0,2185,207,1
251,0,2134,210,1
300,6,2194,212,1
223,130,2102,208,1
228,67,2148,282,1
214,101,2162,306,1
183,43,2230,310,1
209,80,2186,311,1
0,54,2201,307,1
0,174,2121,302,1
0,79,2211,291,1
62,143,2266,300,1
83,134,2262,307,1
141,113,2307,307,1
131,158,2339,313,1
376,521,2612,320,1
240,275,2322,322,1
181,200,2333,304,1
144,229,2301,323,1
154,204,2366,321,1
164,202,2345,323,1
182,217,2220,328,1
186,230,2188,316,1
201,282,2322,302,1
203,325,2336,332,1
204,269,2354,322,1
359,277,2342,327,1
343,131,2303,326,1
244,263,2257,319,1
240,223,2312,291,1
221,284,2318,301,1
181,218,2307,293,1
145,239,2290,298,1
228,244,2286,303,1
229,240,2229,304,1
223,309,2303,295,1
242,274,2359,314,1
247,248,2336,320,1
86,262,2363,327,1
227,168,2315,321,1
252,244,2249,323,1
236,199,2262,320,1
240,288,2308,304,1
233,209,2329,328,1
182,206,2343,326,1
229,222,2355,327,1
249,192,2293,331,1
391,335,2246,323,1
393,236,2384,318,1
370,277,2383,331,1
254,317,2369,331,1
269,349,2453,336,1
451,248,2379,341,1
271,250,2207,329,1
348,280,2355,320,1
324,305,2411,341,1
246,329,2449,335,1
225,215,2379,337,1
335,185,2374,334,1
277,287,2218,331,1
285,282,2386,316,1
259,259,2442,312,1
249,282,2418,328,1
428,198,2443,335,1
309,231,2365,326,1
266,206,2344,324,1
268,289,2264,317,1
262,262,2369,318,1
286,304,2377,333,1
230,288,2396,338,1
229,279,2383,332,1
260,253,2332,327,1
244,233,2200,332,1
254,298,2420,322,1
245,297,2375,331,1
267,272,2439,332,1
174,290,2420,339,1
235,133,2364,333,1
250,267,2305,330,1
246,288,2357,327,1
277,282,2354,324,1
258,263,2384,342,1
234,282,2351,335,1
260,197,2315,336,1
261,261,2262,322,1
227,322,2250,325,1
201,210,2326,318,1
164,303,2325,323,1
135,219,2340,324,1
132,250,2303,317,1
194,246,2336,315,1
185,207,2228,325,1
208,249,2338,311,1
207,234,2329,334,1
193,343,2337,332,1
168,302,2349,332,1
192,196,2318,324,1
206,328,2259,321,1
188,238,2347,312,1
199,281,2340,318,1
202,308,2374,326,1
344,179,2377,323,1
189,144,2301,322,1
181,0,2503,329,1
191,0,2211,314,1
190,0,2294,308,1
198,72,2230,306,1
184,30,2247,310,1
205,34,2195,305,1
215,86,2222,303,1
211,23,2115,308,1
241,99,2230,301,1
243,90,2229,307,1
202,86,2245,311,1
224,82,2258,314,1
228,1,2283,310,1
239,121,2083,307,1
234,133,2227,300,1
238,157,2241,304,1
252,114,2241,311,1
153,81,2228,310,1
237,64,2296,315,1
224,65,2154,306,1
235,101,2196,311,1
219,10,2200,296,1
225,62,2236,304,1
250,80,2216,303,1
226,9,2240,304,1
237,91,2190,304,1
222,106,2085,296,1
236,85,2204,297,1
247,90,2218,308,1
225,55,2214,306,1
223,121,2232,303,1
223,97,2299,304,1
243,123,2170,301,1
239,100,2266,301,1
249,151,2241,304,1
44,82,2234,305,1
167,80,2272,305,1
247,84,2298,304,1
233,93,2148,302,1
248,120,2156,309,1
233,99,2272,296,1
250,140,2253,307,1
252,31,2235,304,1
222,136,2226,302,1
253,31,2276,304,1
233,105,2158,300,1
234,115,2202,293,1
242,147,2202,300,1
191,89,2238,302,1
222,46,2224,305,1
215,104,2231,302,1
244,92,2119,306,1
227,116,2242,305,1
232,174,2231,307,1
255,81,2214,308,1
181,123,2216,310,1
234,90,2248,313,1
228,89,2140,311,1
238,140,2225,291,1
235,98,2203,292,1
241,185,2212,305,1
220,55,2209,301,1
224,8,2229,302,1
249,125,2257,303,1
220,73,2156,300,1
254,117,2216,297,1
247,125,2202,303,1
197,88,2221,303,1
0,80,2254,305,1
0,32,2236,306,1
8,107,2231,302,1
0,104,2235,303,1
25,114,2225,305,1
12,130,2200,303,1
0,76,2246,303,1
48,86,2204,305,1
29,83,2171,303,1
50,98,2341,299,1
34,112,2240,302,1
45,88,2230,306,1
0,72,2233,303,1
55,93,2195,306,1
77,91,2252,298,1
57,102,2064,302,1
66,135,2251,298,1
68,123,2183,301,1
22,102,2218,301,1
53,89,2196,301,1
54,138,2230,300,1
47,122,2115,304,1
61,125,2196,295,1
62,126,2237,297,1
56,97,2235,305,1
29,64,2222,300,1
73,82,2228,306,1
63,82,2111,303,1
68,116,2210,299,1
67,113,2205,299,1
74,108,2221,303,1
42,104,2200,306,1
61,83,2219,304,1
71,83,2188,305,1
64,91,2171,303,1
63,127,2235,298,1
58,116,2191,303,1
41,33,2209,302,1
49,158,2242,303,1
67,60,2205,304,1
73,104,2257,299,1
58,95,2175,294,1
52,129,2170,299,1
71,126,2166,301,1
21,73,2182,305,1
70,126,2194,304,1
58,117,2115,301,1
56,110,2145,297,1
72,101,2169,297,1
67,121,2238,301,1
54,114,2182,301,1
77,57,2190,299,1
85,110,2151,303,1
62,109,2177,303,1
73,119,2179,300,1
80,88,2177,303,1
43,128,2181,303,1
74,57,2185,305,1
60,66,2246,303,1
78,106,2189,299,1
67,103,2195,284,1
65,130,2210,301,1
38,96,2192,304,1
53,32,2251,302,1
82,39,2128,302,1
68,123,2142,301,1
79,135,2166,300,1
67,113,2195,301,1
63,124,2182,303,1
71,111,2195,307,1
63,22,2196,304,1
72,17,2150,302,1
73,122,2200,304,1
82,144,2199,302,1
72,80,2185,306,1
0,31,2192,299,1
75,121,2208,304,1
72,0,2174,303,1
76,165,2287,284,1
70,216,2184,302,1
84,190,2197,297,1
101,132,2179,304,1
70,27,2210,307,1
88,103,2149,302,1
77,177,2204,299,1
82,171,2217,297,1
72,144,2244,298,1
65,125,2196,302,1
57,101,2211,309,1
74,160,2222,302,1
81,198,2180,296,1
72,165,2192,301,1
82,200,2191,299,1
50,105,2188,302,1
60,161,2199,302,1
66,160,2200,302,1
60,110,2224,297,1
80,170,2236,296,1
76,147,2246,299,1
71,176,2244,300,1
66,191,2187,300,1
55,31,2195,306,1
90,167,2115,298,1
85,169,2189,299,1
85,198,2206,295,1
65,142,2237,294,1
62,121,2162,300,1
58,125,2206,306,1
64,75,2148,302,1
83,95,2164,303,1
84,104,2177,288,1
73,159,2219,293,1
91,134,2205,299,1
63,33,2222,296,1
76,54,2202,298,1
67,165,2135,297,1
70,151,2181,292,1
80,171,2174,287,1
0,173,2201,302,1
52,0,2219,299,1
51,0,2214,296,1
82,166,2168,298,1
74,147,2178,293,1
90,193,2178,292,1
70,186,2171,296,1
64,152,2184,293,1
85,106,2203,299,1
62,64,2161,294,1
76,187,2119,296,1
70,154,2221,299,1
66,216,2203,295,1
72,174,2184,302,1
40,141,2188,301,1
89,81,2219,305,1
65,159,2169,295,1
79,166,2217,293,1
82,166,2212,298,1
72,197,2196,299,1
73,102,2262,301,1
67,208,2173,297,1
83,165,2273,300,1
57,166,2143,295,1
78,216,2190,301,1
65,170,2237,299,1
24,150,2217,300,1
105,51,2195,304,1
66,63,2173,303,1
87,160,2228,307,1
62,170,2159,300,1
86,198,2166,304,1
87,134,2191,305,1
100,105,2165,305,1
92,37,2207,307,1
