17922,1974,17375,3235,1
16916,1980,27510,1644,1
57486,1888,10005,1263,1
48991,1525,9562,3592,1
18921,1435,11728,3835,1
17470,1226,27675,1827,1
54070,1337,10669,1257,1
49826,1345,9772,3773,1
18100,1360,17218,3171,1
16622,1503,29411,1557,1
55940,1524,10528,1286,1
50189,1487,9471,3536,1
19322,1519,11653,3848,1
16227,1470,29993,1550,1
54524,1538,10904,1292,1
50683,1506,9634,4041,1
18584,1301,18151,3288,1
17106,1142,30255,1480,1
55835,1294,10975,1275,1
49823,1298,9826,2834,1
20461,1312,10048,4401,1
18050,1248,29879,1671,1
19752,1609,23521,1396,1
54918,458,9583,1172,1
46316,460,10039,2821,1
19529,448,10453,4023,1
17438,414,25773,2172,1
16508,614,27361,1365,1
55360,426,10149,1079,1
49438,389,9788,2636,1
19538,541,9584,3843,1
18555,452,24558,2343,1
16440,624,29088,1355,1
54882,340,10299,1168,1
53749,463,9537,3485,1
20346,515,18126,3122,1
17373,401,32074,1481,1
55510,345,10634,1128,1
46477,540,9658,2716,1
20276,513,10114,3844,1
18480,432,28895,1790,1
17618,572,25988,1338,1
56084,325,10465,1141,1
48556,472,9905,2757,1
19582,519,9523,3862,1
17637,257,23023,2449,1
15743,439,28848,1371,1
53799,488,10477,1077,1
52284,479,9543,2651,1
21139,411,9516,3906,1
19703,396,25651,2385,1
17032,507,30887,1387,1
55410,544,11000,1157,1
47833,379,9866,3342,1
18622,467,12612,3598,1
16092,67,30547,1510,1
16600,549,26820,1374,1
54856,433,10140,1131,1
49081,364,10035,2627,1
19971,420,9331,3792,1
20383,253,28449,2036,1
16897,483,29740,1404,1
57412,305,10803,1098,1
47232,397,9596,3264,1
20144,437,10602,4078,1
18406,295,33490,1435,1
55449,240,10712,1147,1
47508,273,9450,3426,1
20068,359,17433,3199,1
17361,299,32568,1415,1
17845,602,26790,1361,1
56187,348,9989,1104,1
41909,333,9913,2788,1
21381,350,10004,4032,1
18929,430,34313,1449,1
56248,149,10984,1148,1
51268,389,9714,3636,1
19922,341,23288,2705,1
17440,443,32678,1408,1
56047,310,11202,1148,1
50656,423,10333,3296,1
20254,435,12501,3652,1
18027,326,33823,1443,1
56532,199,11079,1160,1
48669,326,10256,2817,1
20071,428,10151,3840,1
18202,168,26052,2285,1
16673,451,30268,1390,1
55421,301,10598,1112,1
47286,332,9994,3673,1
20372,441,21756,2989,1
16770,444,31145,1356,1
55232,335,11019,1131,1
48062,368,9804,3475,1
20859,458,21284,2976,1
16573,462,31597,1351,1
55671,188,11040,1163,1
48648,352,10038,3631,1
19975,444,18453,3159,1
17369,197,34178,1473,1
55106,397,10862,1161,1
46550,399,10448,3310,1
19733,421,10645,3958,1
18807,483,32498,1652,1
16285,503,29298,1380,1
57460,381,10561,1106,1
44553,474,9986,3692,1
20131,344,25728,2523,1
17376,541,29277,1408,1
57780,376,10492,1093,1
45055,460,9847,3642,1
19232,428,24398,2657,1
17073,257,33230,1405,1
56815,365,10330,1099,1
44972,348,10041,3591,1
18556,458,22707,2864,1
17280,436,33998,1429,1
55857,379,10845,1097,1
44724,356,10113,3289,1
19966,403,12825,3818,1
17076,152,33678,1368,1
57200,366,10663,1110,1
44854,393,10243,3508,1
21364,371,25435,2600,1
16506,576,30939,1410,1
56616,356,11060,1151,1
46136,408,9808,3774,1
20540,374,25446,2691,1
16945,363,31085,1357,1
57089,411,10859,1124,1
45917,374,10129,3520,1
18626,379,22264,2993,1
16513,298,34737,1441,1
55754,251,11124,1142,1
45802,368,10667,3920,1
18033,363,18279,3267,1
16311,19,32815,1440,1
16718,541,27648,1383,1
54589,296,10479,1179,1
47746,347,10171,3986,1
18137,316,25334,2686,1
16614,159,32870,1462,1
55676,299,11525,1252,1
48476,288,10208,4446,1
19529,251,28352,2530,1
17079,526,29476,1493,1
55488,296,10367,1181,1
43655,307,10124,4455,1
18128,0,36825,1686,1
56026,358,11107,1250,1
46597,375,10456,4084,1
17094,462,24162,2776,1
14585,324,33305,1485,1
53798,188,11289,1265,1
46183,382,10560,3709,1
18900,392,16901,3568,1
16402,423,33346,1465,1
55946,261,11129,1243,1
48433,346,10656,4469,1
19091,446,31873,2190,1
56669,218,12215,1285,1
53465,422,10239,4390,1
19049,236,34336,1904,1
58626,389,11241,1284,1
51205,327,10706,4380,1
17503,157,32564,1882,1
16876,532,29599,1466,1
55784,390,10854,1231,1
43502,382,10468,3793,1
17826,986,23424,2999,1
16542,1265,29572,1448,1
55904,1004,10760,1216,1
45090,1084,10560,4474,1
19471,905,37220,1736,1
57229,885,11479,1257,1
49978,1072,10348,4448,1
19739,852,36941,1621,1
57491,1033,10986,1208,1
47799,1063,10487,4583,1
18353,1062,37229,1598,1
57060,1126,10849,1295,1
44493,1003,10746,4247,1
17067,965,32015,2023,1
15644,1106,30568,1496,1
56502,992,10944,1263,1
44758,1052,10735,4192,1
18263,926,33876,1841,1
18628,1370,31667,1509,1
60579,947,10990,1493,1
34000,994,10150,4494,1
19455,868,37052,1832,1
55386,990,12245,1296,1
50765,1109,10404,4528,1
18577,1017,38274,1711,1
59227,1084,11230,1304,1
49707,948,10442,4699,1
18098,1037,37327,1631,1
57932,1019,11087,1227,1
46916,1043,10307,4439,1
