48462,4246,2492,1263,2
43672,4890,3059,1248,2
39015,5605,3082,1009,2
39279,5905,3158,899,2
35144,5876,3154,866,2
37162,6101,3220,852,2
69592,4520,2580,723,2
55786,4756,2573,626,2
69398,4183,2341,1242,2
44456,4286,3304,1177,2
42973,5767,3306,976,2
34985,5985,3224,841,2
35589,6071,3437,864,2
32642,6201,3409,811,2
35838,6239,3496,884,2
67584,4397,2804,698,2
63422,4787,2673,648,2
60688,4500,2926,1334,2
44212,5280,3485,1289,2
38683,5865,3489,1066,2
36003,6106,3770,985,2
33739,6009,4157,923,2
34329,5533,4364,988,2
34045,5676,4497,827,2
35646,5171,4632,716,2
34382,5311,4440,726,2
36074,4939,3776,913,2
33609,4962,3940,1122,2
30527,4496,3624,1095,2
29806,4129,3947,1469,2
25847,3532,3814,1576,2
26111,3270,3886,1690,2
27915,3419,4061,1413,2
32339,3440,4114,1067,2
35388,1561,4320,825,2
37369,1556,4618,843,2
42884,1848,4813,802,2
37240,2004,4688,775,2
38344,2058,4678,816,2
42150,2436,4633,818,2
34697,2789,4614,828,2
41589,3961,4484,736,2
35673,4273,3891,1064,2
32610,4089,3484,1216,2
32396,3548,3229,1545,2
30775,4087,3466,1529,2
62672,2973,2545,1222,2
67948,2432,2363,549,2
53149,2427,2953,1120,2
50816,2079,4369,793,2
41950,2606,4433,873,2
40985,2843,4426,726,2
38981,2965,4476,674,2
39533,2911,4434,639,2
43634,2939,4407,485,2
76935,2578,3537,407,2
54258,2894,3462,357,2
79362,3578,4206,521,2
48996,3335,4163,824,2
39482,3548,3610,1042,2
34202,2808,3202,1427,2
30403,1988,3001,1650,2
30608,1761,2749,1874,2
27068,1953,2670,1992,2
27133,1861,2687,2144,2
26116,0,2761,1970,2
27801,0,2653,1640,2
34488,1110,2733,952,2
34724,158,3024,652,2
44596,1161,3335,774,2
39410,1164,3365,774,2
37635,835,3403,808,2
37986,933,3297,839,2
38463,729,3226,807,2
41597,721,3161,841,2
37404,1078,3103,784,2
39205,1745,2710,883,2
31995,2107,1986,2336,2
25892,1776,2036,2763,2
24733,1839,2369,2947,2
19358,1653,2768,2595,2
20692,1691,3137,2634,2
19258,2102,3418,2410,2
18714,2082,3649,2777,2
17950,2584,3633,2494,2
18214,3033,3345,2423,2
19898,3413,2894,2166,2
21539,3466,3099,1713,2
23453,0,3312,1489,2
28321,51,3447,1342,2
36387,3,3457,1091,2
38242,1553,3779,850,2
42321,1803,3978,878,2
41950,1719,4128,858,2
38722,1926,4227,801,2
40159,2199,4270,742,2
35919,2971,3916,723,2
34055,4021,2887,1146,2
37880,4470,2314,1859,2
28496,4716,2318,1909,2
27310,4185,2307,1755,2
21902,1458,2164,2148,2
27838,3000,2250,2135,2
26142,4367,2336,1830,2
28978,4982,2383,1491,2
31312,5009,2900,1185,2
34585,3385,3161,685,2
36619,2908,3434,632,2
41473,3073,3368,644,2
36535,3093,3473,802,2
39046,3212,3508,759,2
